model,volume_group,n,mae_hours,wape,signed_error_hours,actual_hours_sum,absolute_error_sum,coverage,mean_width_hours,origin_start,origin_end,facility_count
gradient_boosted,high,2975,83.56211376358853,0.05877169488146427,-4.2103253791524775,4229881.220000001,248597.28844667587,0.881344537815126,1004.9227574313676,2025-10-01,2026-03-24,17
gradient_boosted,low,2885,6.208694074414704,0.3181534821444714,0.7888053760533621,56300.130000000005,17912.08240468642,0.8925476603119584,14.44839333640876,2025-10-01,2026-03-24,17
gradient_boosted,medium,2800,28.260957572497187,0.18900442080470556,-0.46575167573289905,418671.06,79130.68120299213,0.7478571428571429,107.26303857417453,2025-10-01,2026-03-24,16
previous_7,high,2975,80.39301176470589,0.056542772139592135,1.618900840336135,4229881.220000001,239169.21000000002,0.9284033613445378,1039.7089983438632,2025-10-01,2026-03-24,17
previous_7,low,2885,5.65361178509532,0.2897092777583284,0.3363292894280762,56300.130000000005,16310.669999999998,0.9074523396880416,14.936593125782741,2025-10-01,2026-03-24,17
previous_7,medium,2800,31.21556071428572,0.20876429815808145,1.5442035714285716,418671.06,87403.57,0.7453571428571428,110.96984619395205,2025-10-01,2026-03-24,16
trailing_28,high,2975,85.72890084033615,0.06029566002801374,5.4159025210084115,4229881.220000001,255043.48000000004,0.895126050420168,1140.2806751305786,2025-10-01,2026-03-24,17
trailing_28,low,2885,7.202418544194106,0.36907512469331766,1.2409852686308493,56300.130000000005,20778.977499999997,0.8974003466204507,16.36621233086528,2025-10-01,2026-03-24,17
trailing_28,medium,2800,27.34270803571428,0.1828633259246531,3.818970535714286,418671.06,76559.58249999999,0.7982142857142858,121.7439868279125,2025-10-01,2026-03-24,16
