model,n,mae_hours,wape,signed_error_hours,coverage,mean_width_hours
gradient_boosted,8660,39.91224619565427,0.0734645897328721,-1.3341939012835287,0.8419168591224019,384.71885983156244
previous_7,8660,39.593931870669714,0.07287868356321049,1.1674722863741362,0.8622401847575057,398.03024371636843
trailing_28,8660,40.69076674364901,0.07489757579876961,3.5087378752887037,0.8645496535796767,436.5398030261014
