facility,valid_days,training_daily_mean,training_coverage,eligible,selection_hash,selected
335381,275,137.64516363636363,1.0,True,b2a2890e6ec7bedd36cacad35e34d0a27252dcbe399511648693f9e447fbdd3d,False
335382,275,82.2690909090909,1.0,True,2c3bca4ab28f3e8e78b36f56c612a7ff77886e80b5991162f9f4dd7128938614,False
335383,275,23.851636363636363,1.0,True,de4a00dca12b84208f5999bb57f48a92551a5a94bdc0a69f9a308cedc6b4f448,False
335386,275,0.0,1.0,True,0941c0ff411ccf8501b42dc7cf43a3dade3c54ff08863316b3a66dddebcdcffb,True
335387,275,234.29701818181817,1.0,True,48b0537f61d68ecde7b04afb0f8d30ba702f8a4079a563145a0950704b992a05,False
335388,275,236.82545454545453,1.0,True,269898c5f347066d1b9149fb50874ce4c8ab114e288d50e0bc76a8e92efc7c6e,False
335389,275,5.015454545454546,1.0,True,bf07f02232a7e798b18c37ef81bea9532c9c74dbb1172d3505bde000badc1a83,False
335390,275,14.257272727272728,1.0,True,5e5d1dd98aff98541348b364c9fa7c2f804da559531ef971c764fdeb2a973114,False
335391,275,0.0,1.0,True,47ce31e9fb7de7b6adbd290299a0a7cc3a60a994b7f1e986e99587653e86870f,False
335392,183,82.12934426229508,0.6654545454545454,False,63e431472265115bb0deaa12a4d0810c5a493f4ca3bfab09cdc7fa53d3f8417d,False
335393,275,34.75607272727273,1.0,True,e4cb8f8a64f71df24779c319c651a3fdac9a917f500bbe0f54be46fa59df847a,False
335394,275,92.7609090909091,1.0,True,1b800ff01598862d306c8ec8c244b287165675566fead4bd569b9a2980c15952,False
335396,275,11.357272727272727,1.0,True,78195e5d0b3f378baa8881fce744973a1ecc53396cee1760b476122c7a72d125,False
335397,275,0.0,1.0,True,2bb59256d07912e22370d819fcf5d4dd36ffe688f73257479bda525da84c4474,False
335398,275,14.898581818181817,1.0,True,5ebcdcdba6f368bb0b88e7d6c9c42c3744146af9b88a710a0153b97a7b0c4d54,False
335399,275,132.06545454545454,1.0,True,f02a6cb28f2ca7ada23649fe8bf25297157e85c2857da65770f4bb9d9f5ad7dc,False
335400,275,0.0,1.0,True,8e83b0470f9628c020df8de97ef742aa327ff8f29c8994218b9d0b9b65866a11,False
335401,275,6.124545454545455,1.0,True,55460a3bc9a59aaf77102c96211c2a8fbd83984153e3590aa7b84ddca47179b0,False
335402,275,8.462727272727273,1.0,True,9b1247eab8e9ee9fa7118b163a30dd9a9cdf0900d148f7122068a940ddfe34c3,False
335403,275,85.85996363636364,1.0,True,f17ff54acae586d627ce87fcbd1d0ea37312a8444f603229019b248d128d084f,False
335404,275,0.0,1.0,True,ebe30a7dddf726a903fba7fa13ff33cc598e30d111d15646c3254aa054666942,False
335405,275,168.37752727272726,1.0,True,be62c8b3d6bd9007e761055f524df297d194fa6494ebcf3a9fa74ba97b93e3e8,False
335406,275,30.868181818181817,1.0,True,64b0cf003cae63a75b905817ab60bdf68076946cdd8ca52996e1e5d465d1afcd,False
335407,275,0.0,1.0,True,111aa050fd562adf89d3f8b39ce3e12d37fd067128d35391dc1e1443cccd3e82,True
335408,275,0.0,1.0,True,bfd83c06b9d97a381b4b352bd5f8149891344dc7502504092e6c30016f326a24,False
335409,275,11.345454545454546,1.0,True,234ce53379e2bda890d4fbf86e42ea2e4a6880880d6d485e612377d979a28b5f,False
335410,275,22.60818181818182,1.0,True,4628e54681a10d72afd8837cd8cab42988a4c9afe96f23e194c1d577b85fee96,False
335411,275,53.70130909090909,1.0,True,faa988a144ac76258f18feef2e79d9d157b5db763f27bbc05c368d1231ba57d1,False
335412,275,162.89272727272729,1.0,True,eda902fd9eb9c6bce54a67005b9a54fbea34f3a348b4d1bfbbe03c96996063c0,False
335413,275,74.5909090909091,1.0,True,cb6606a5115331c4d5c258f7fa0c2ba72953bd6bd366d985487fadc0f750809b,False
335415,184,33.69836956521739,0.6690909090909091,False,d9fed61799d7ec5d8cf23b01bec74f3845a211897d178b6dc8e906c2c31118a4,False
335416,275,13.41909090909091,1.0,True,dfaf5c62e0343902cec718a3fd087db668fe18e244933aa2ba33bf9ce7c6e9d7,False
335418,275,17.106363636363636,1.0,True,16220f67abbe4cb2c8e75d138b720374de565785cbbde8f28e4983234d035cf9,True
335419,275,13.791381818181819,1.0,True,16354a8dac822687af925f45b8425c2f9098036431f38b11e69e66a0dd045dda,True
335421,275,0.0,1.0,True,1b88480b7e7759bb9c16818f16556f42df323af8795a432806f0db9c2e803aa7,False
335422,275,102.60730909090908,1.0,True,f5b34333e1cc552403cfd775fef7038e9c3133edaa9ee8d1df37c9c0a2deab31,False
335423,275,291.8524727272727,1.0,True,5eb7ea4789112899d12ff8482db6cf934a2be5a3aa67cf3aadc196a95a581126,False
335424,275,327.17454545454547,1.0,True,b963f98c9cc62ed2b18dc2a8524cc54ead2e6ef9273e4008c9f965b70eafbef0,False
335425,275,75.80545454545455,1.0,True,bfa4ea80255910ee27f930e123c58d7230aa2dc6cc058732150fc8aa21d32ee1,False
335426,275,536.9481818181819,1.0,True,0c000969087f8e2f539ea7e9ee5edb161557b24a3c66f6a3feaed437b5bb8cfb,True
335427,275,13.201636363636363,1.0,True,ad96a4dfc198eefd68d2f586fd27bc0a8e0a584119af3a9667c3c6b6d4552a4a,False
335428,275,58.42,1.0,True,5656fb54e6dda4fafdef1bef5cd889175f755d58f49f0534d26e6a8f6eb448e8,False
335429,275,0.0,1.0,True,1629000c9cd80a0ccd9db80f3913cabc8625df321d4bcfc444640c4f85deae55,True
335431,275,0.0,1.0,True,b5c730e3c3eb45a7c42cad455388227367be00a27a0411aa5180c9d85af240b1,False
335432,275,117.43443636363637,1.0,True,9038a2ec40ba36c7f951a8d165b5494a4e0c2840c520830e79b38fed8902db16,False
335433,275,77.85600000000001,1.0,True,7f99fa77a3e78c5db4a8d6f0abb3ec5ad84289e63253e27b05124e675e34e23d,False
335434,275,22.89018181818182,1.0,True,ec70461d9578f710c2142ff003511fdd8e0852612c7694762d9d8d5b6776ae59,False
335435,275,0.0,1.0,True,fd82908c6aa5ab4ae5ea7738899e80d658ccc33d6bca85d782294c1e4b39255a,False
335436,275,85.41236363636364,1.0,True,1ff1714716c4d3d7963e9d9bee99144388f0f8c4d69e1a12965529cee24b6c0e,False
335437,275,27.03272727272727,1.0,True,3537beffaf05eec9c18ec432fbfe8c11df7206b50169a10cb080c92ef26f9c77,False
335438,275,26.565636363636365,1.0,True,365b0cabe0e37d5baf97c3e848a32fd511120524cbb67053a7eb887cce04e171,False
335439,275,0.0,1.0,True,2d21504fc91f75273bf894508ac271c3947fcdfe1e47e86ffa6d2a140f935fcc,False
335440,275,0.7072727272727273,1.0,True,215dd55d4366941ea58c2f9ec4f67aaa3d837bdb61f8f5b44e866d1df53b1d59,False
335441,275,13.598181818181818,1.0,True,debfd4f5c3a64e57b315944f597ad30ac4614b9964db7bcf7a575d4f9a3ae893,False
335442,275,5.689090909090909,1.0,True,4e6173b19e711db4b08f15351d4ae8049f5c15c70052d9dd64405093de078da4,False
335445,275,27.51,1.0,True,bef019ae6c1f43582605ffdc04910bf2308e7e97fd9e9a756914b0291fbfc6f4,False
335446,275,135.08705454545455,1.0,True,af34fe29a2369808a2453a2af6d15a57aee346fb436ebc8c3f74b0ea393d18b9,False
335447,275,48.86563636363636,1.0,True,3234eeb7ccfc51f77128b200c12155cdb7948f63f99cbb1a6b4e2251c291841a,False
335448,275,345.79872727272726,1.0,True,29459c6193339273a9839d094b31c03aa8d473ceff5bf358d1cad22098b33f19,False
335449,275,28.76570909090909,1.0,True,ba9a5782a9549c5543ddad1d32741cff278b637752482d70d778f03239542dee,False
335451,275,35.99658181818182,1.0,True,3b749a11cac7c8d6f49e0a99556920ff36a3ca3de27f96f99dfbd20ae24ad344,False
335455,275,7.983636363636363,1.0,True,95430362960d3dbabef497d04ba916dffbdc945b64a009e1f4f3ef8ce26d4d98,False
335457,275,0.12196363636363636,1.0,True,f4c08c1f3fd19038577ec2a480abcef54b7db3b9cefa672b65910024694c9de2,False
335458,275,0.5609090909090909,1.0,True,93b1df057c187c0a01fdf3bc6d9614501839234826376a5b712f14db81c5b398,False
335459,275,255.1238181818182,1.0,True,7b2219dcd447b87ee9bf72b863bbb45d347646e048f3f8defcea96557b110830,False
335461,275,158.10756363636364,1.0,True,980f9798543a8e8b97e4eca950928a433b7cba69de9c775debb5270ecdbd9e04,False
335462,275,707.8324363636364,1.0,True,78647cca7915b11311f9b3eaf9bf646f6da64274c0f6d9834ca58e49ba50ce3e,False
335464,275,0.0,1.0,True,39e39ab9fe9f7f98ac277a50b957c6645c058740950faeb8849883cb49f0aca0,False
335465,275,38.027272727272724,1.0,True,4d98da888d349695f02a8ec6e390082b4e16a8390e225b08ab0687dacf8e8040,False
335466,275,0.0,1.0,True,0fa458c90fec69d0d9c2f1bddafc457645a3cf4ba8c4a8c31a2dc55de3b56f5b,True
335467,275,0.09272727272727273,1.0,True,dcf007baec24aa9b64ac76fdd71f614d386af992e661e076a5c3b15a9009c774,False
335468,275,30.380472727272725,1.0,True,2e1063166cd5dfa0700956069d5e844be8a2332e9734897ffd6fadab5e4a47a4,False
335470,275,68.7836,1.0,True,2a83e0704e2ea838a75a65537ebfb2704e795e1c24e9e286b4f0cbb6b4dfe8a8,False
335471,275,0.0,1.0,True,8f5e15d82f0d46b233b61b4447c07c180a0f1a45b546230eaf98797ca949ddb4,False
335472,275,113.60214545454545,1.0,True,09b876e92a0f812fe9bf7ae0b678599b9f40db6275e237960173c2b68e9530ec,True
335473,275,1.2836363636363637,1.0,True,e6b220fba2107579d572bc3b9247b78826554d58d92292c34695524519fabebc,False
335475,275,201.20610909090908,1.0,True,ee8543fed255dab2854a6c63504859cc6e1b0102a6b07ac492f5b744ad4f7878,False
335476,275,35.61603636363636,1.0,True,69a6a82110c72b887c8a7e682b54f6f07a961aa12c6a9aa02a1f4ed034d1b8fe,False
335478,275,60.34334545454545,1.0,True,c2c18bbd4271830ca240d75d785b04472d75c2d35f584c396ce71c31ea69d39f,False
335480,275,185.70152727272728,1.0,True,0954b18ae6b2ea9cf92cc0504e1eeb3249e6eee07770f42268c1f1119e0145d1,True
335481,275,0.0,1.0,True,acccf02a874be05cecf45ed7f68a791ff602a9a213091750816705d06d5a9c9f,False
335482,275,0.0,1.0,True,3b44737164a03c7cf83980834bf9bbe5478fc717f7ea18e74607f0dbe629456e,False
335483,275,30.767272727272726,1.0,True,17be0f98668298505590159e61e18c8e36a827dfb437fdb301a252e12e44b5af,False
335484,275,284.2123272727273,1.0,True,d7bbc8d6b10ee512edac24decaff9a9a1637e2cec745a65cef921ec5fc9785eb,False
335485,275,35.823927272727275,1.0,True,be463197805c706a39d81f5d177fb67f1df0ed2d45b49fbfa6951e43333d1424,False
335486,275,58.16290909090909,1.0,True,c13c29307baec3ce10d756c44b1fbb17645560933599d321a1cfb5a376b4a567,False
335487,275,5.6445454545454545,1.0,True,649eebaf9ce04e8fe62213a9cd38bd043cb5975656e6f7c3f307a1b84b47692f,False
335488,275,0.0,1.0,True,b3dd9bed637206454e31df19b15e8243ffa3da713cb1eb55ec3e0410e7a711ca,False
335489,275,46.014545454545456,1.0,True,ac6a1e6902cc0d387ae75a81cc3c5a6a0237fdf3c8d502533f2e2923a65d9b94,False
335490,275,11.699927272727273,1.0,True,ac3300bdc348e2fc1922fc5bb9c5961588f56c37b1fa515e2ff82b0c4aacfed3,False
335491,275,275.4236363636364,1.0,True,39d4255cdbffc5985820e0a76bd8dc29f42bc3c6af1e24342bc0e4519beb1074,False
335493,275,238.36363636363637,1.0,True,a04eae9a5f3bf1f58708db829f1f02abc0827a67424c30998ea6d1449b527d97,False
335494,275,3.598181818181818,1.0,True,3152d3cf315a7182863de6d2e50106025842471958944726c3c0652920d108f2,False
335495,275,352.0996,1.0,True,73a7b7ad28227bf67eaede804fc7a2781a23e7438abf1c0af77544db4677bd39,False
335497,275,0.0,1.0,True,8eff69aac2edb9201d7681fde085e58eb18c7e5190ea1bfb2f2dedfa53177c2a,False
335498,275,41.13901818181818,1.0,True,7e4f79c90deaf0432f76b34aa83df7159e4d1a69673fc93725579cf2b3ad0c33,False
335500,275,0.0,1.0,True,f1bcdd0a026a224d80ebe208a57c47e14dbf0b953fc15b0c7f4a9e3e772c7fc4,False
335502,275,0.0,1.0,True,b5b062b7cc029056274af6eb400db412e3249d63c344403c55f74aaaa0fbeedf,False
335503,275,26.526363636363637,1.0,True,0f188556c84b274c9dbbcc7ad140c989dfe024114d063866752d471a17d2a5aa,True
335504,275,0.0,1.0,True,c4b74967b1cdad1e5df2152f2947c180216b1b38ca8178f83fbbe491a76e9c17,False
335505,275,86.08225454545455,1.0,True,8c852645a5813ea27b385eb3a40da441af3746cb6e11848a8c2ac4947960d7c9,False
335506,275,42.344545454545454,1.0,True,a881b97ad19b606de59dc214bbaf0db1b21c6bdb07b25a4fe66aa069a94e7f88,False
335508,275,8.423636363636364,1.0,True,addf1a8db108e264d15266294d93fd589e084a0c5909a4c589ffe90b75644f55,False
335510,275,0.0,1.0,True,2b9ba5a7c15ee45bbe85b7435ae7be251cdd2194d228c525596fc2746e3409dd,False
335511,275,0.0,1.0,True,7c02a9e7897e2daa6a468a34f68b7575e64e5ac5e4a39742ca29729866dcb34c,False
335513,275,82.52116363636364,1.0,True,1ffe82f5bd68ec7f4e84b35cfc612ed120de1d754eed8d4a09c4cd58c9235357,False
335514,275,2.979090909090909,1.0,True,7e5f31ca26e16fbf6c0e5e97c62f8b4a2df7aa0742961afce23e608f99b5a175,False
335515,275,148.86367272727273,1.0,True,31f588566f62287ef19e0a8ac9d3f628dd729408cb600468863da4998f77f0a7,False
335516,275,65.82727272727273,1.0,True,d0f2b328d049d49e2d5f03db2f73cea7cc28303b4ab6109c9d07ede53ac328b6,False
335517,275,6.384545454545455,1.0,True,7a9b095c615830aafcad6c6bca291c2629f7341ee2c7892fab88bf8e27560ba7,False
335520,275,4.5,1.0,True,9cdd06ef00454a9194a549ca2effdfe6e2fed741c029e794f97590021e62331a,False
335522,275,142.38945454545453,1.0,True,92cf54b807a8020c4193088ebdf1b15f63b1614e58ff0b649beb7fe08309062c,False
335523,275,188.42818181818183,1.0,True,6eb888fddf68b05da232c895799d5c84fc8933f019c6537e92da278e8dd074ba,False
335524,275,64.42818181818181,1.0,True,047433068b62b4a5fb4e606eb5d999d042be7223ddab727ddab8f4c0584fa8ff,True
335525,275,77.28854545454544,1.0,True,ff2383e6981337509bb5830de9611cb3471c6c1f84895659e19c2c93bd9dbb25,False
335526,275,0.0,1.0,True,a41f1d7f03b1db0489676301bc25bd78b1c929c27eaa7b36af3a539bcfadd77d,False
335527,275,11.929745454545454,1.0,True,66f988fd43f81cd68c7514f5bab236c758953b2c4a735defc953304c32247cd9,False
335528,275,2.4432363636363634,1.0,True,7aedb100f7b1fcdb85135daae231e82363e2a5f9d15690a4324d3d9f508dbe63,False
335531,275,262.1485090909091,1.0,True,fc789ae22f7cf6111e07e3312be0cfc1459ddcb32757cf5b0571b78aa6baf496,False
335532,275,78.69083636363636,1.0,True,f0ec26f6cc1a1406404e3ae6ce257b6c21a4de7b77c30696e550ee788a1b9541,False
335533,275,2.509418181818182,1.0,True,32362203b22a8821d38207282b14303f6ec3f9d91e8800c6e67391091a97fd5b,False
335534,275,0.0,1.0,True,cb838cec109ea36b932910427567675cd68dd6aab80d77a0f2f04d048320a611,False
335537,275,274.97574545454546,1.0,True,26079d7aef254acf6c77bd2346f07c68073101c4e42f9e5f03a044a4ba79d41e,False
335538,275,24.317272727272726,1.0,True,99a28e491745852dc9f67bcdb017fdcc4f9daf25ed81a4a3c1a853366f4e301f,False
335539,275,87.70105454545455,1.0,True,c9dfe14c229c838e5e7c218d9c4065fa2125917a99f4ae9f680a65c0d9ff007b,False
335540,275,6.27,1.0,True,b40ef8f118efde3066bd515673a260e784b4c01ffe2483f030da42bf78e5f2f4,False
335541,275,60.63272727272727,1.0,True,aea845af17a7bf57b814264de5df535fcbbab733fe72395df8232d2e4fae5942,False
335543,275,22.2952,1.0,True,df4cc8c220aad3ceac98c7c6bd8c91e41d353c026514f1b01d7a19cd95fccfd2,False
335545,275,119.91654545454547,1.0,True,85c369eb345de0c4b626fee27a0f09d342cc5fc8fdfc993c6836c71c24a880c8,False
335546,275,0.0,1.0,True,ee166a94d3a6f9e84ab9d618b962a55b2758373aae0825cdf354d29e7ffbeb5e,False
335548,275,0.036727272727272726,1.0,True,9e1a5ed7bd505181115bd4580401601a31168420bda0cf1ea2ff5e1d825db34f,False
335549,275,22.13909090909091,1.0,True,8e53eacb781d6698a7a02ecbc4fa9e46105a9faae140ad6794e43377ef16dc8a,False
335554,275,0.0,1.0,True,4d7c65d42a16d5e10a6f87e58dbe8b102b22c4706116a2e706e44cea8e493179,False
335555,275,29.405454545454546,1.0,True,637fa7848121f36959c762d53e8d63fc0e8901e81888811506d9a106f120673c,False
335556,275,0.014545454545454545,1.0,True,9edfeb91909d111f14beffbe09b69a28a2670b0263fa8e70ae92bcf009bafc30,False
335557,275,206.70498181818184,1.0,True,57e6dae1445325ee315d731a3f1a2a724b7c87b40e1e3b10db75b94ffbcd4be5,False
335558,275,7.870945454545455,1.0,True,8689cdcc1d0509bf5f99e2e3c457358cb60f1e9b23d3a5706553743c6ae5dfd0,False
335559,275,163.90636363636364,1.0,True,8d52596e28c7b066cd57be7d364c30dc8bdbe04e44b9cbf56f38be83f332070c,False
335560,275,70.0856,1.0,True,2535c8178ad8e25062687421cad9a8717830d3cb6eac96b147a924a513d7bd0f,False
335561,275,53.47189090909091,1.0,True,cb04ed8f35d8493463b76e3c86651450f61c73558d80debb4080930f58b37aa8,False
335562,275,98.6952,1.0,True,ccfe38abce9e5406e56a545e565214745e329533fce5f9c03c88fc23a74106e2,False
335563,275,0.0,1.0,True,763926519468a42e185e97e01220e673745f8a38ce60e58e994f41885898cfad,False
335564,275,12.265454545454546,1.0,True,e509ccd7a6781722026747a680a83a39fc1b2562f4c1d5e78c8675b0273385d5,False
335565,275,0.0,1.0,True,3aeddbd4d6948b7f9815c4699203bde68e4daab6c7fa5cade9d991570566a0ed,False
335566,275,6.993018181818181,1.0,True,f46e5abc32cc9fe845eec2790ddbb946ae189a774b50edc541260db0347a85da,False
335568,275,19.645454545454545,1.0,True,6daa5c5ad1488f4d7fd561d4df3ff2526f8c8105a10afb6db5ebe4da2d361c42,False
335569,275,0.0,1.0,True,8f607f8f2f3cefbc389e3c6c1d3a961c867a185a1771432b465f4c5a31a94889,False
335570,275,71.43636363636364,1.0,True,b3d1a78ab9102f900977078f49934882c938f9a88bee89a4c3a41b50b6c4eb65,False
335571,275,141.89254545454546,1.0,True,b8c2d0852cb61546cbd5c6b8a95b990c6f17f25182f8f758cecc745eabeae856,False
335572,275,0.0,1.0,True,493cf38eecf2df3dbd3ed934620cbf7d301a77a64e0d64d3e4015bffa3a6fcd6,False
335573,275,0.0,1.0,True,85c9c733543f7e020ce3932b8ff74f3f70d3b84a31dd62a3958f719ea1a5e587,False
335574,275,211.97036363636363,1.0,True,55d8c85e092c18ffd53cf9790dbca9bf52caf59cab815fb02ec34585ec2db91f,False
335576,275,169.69778181818182,1.0,True,ceb94497baa15262781410d965b71285698ee6520716a503b966174a6f3bf124,False
335577,275,0.0,1.0,True,8e25121a3b8c744dee6765f114e004eeb87eb6d6ebbe39daf1dbfe6464bfbb4c,False
335578,275,49.17272727272727,1.0,True,957fb4ca818ccfccecefb3fb20ac19c43693e14d0df256c42abe38439fd913fd,False
335579,275,0.5136363636363637,1.0,True,fb8c4e173c3dbf82abb321a0d44d097d90aa476ce04c5380c0506829ce80e7be,False
335581,275,367.9395272727273,1.0,True,ae9475d571e3c21fe0c3e34f560b2b954cbf8c2af808e21361a451977a5a98ee,False
335582,275,185.3181818181818,1.0,True,89d2e62f104f0fd1d78a165118e7ffc366adfd1414ace40977c77fd6bb7f2389,False
335583,275,68.10432727272728,1.0,True,a2d6f5e39d2ff142c135e16c3de89a367d4ba3729754fa5a696209764101bf3d,False
335585,275,0.0,1.0,True,c2a5ae06f8f03a2a5de3a51290939f8d5aa94f4efba355e2638a6992b6360d71,False
335586,275,0.0,1.0,True,f5f9733da2657028a838635f67eb0ec71aef3a114814e3fd165901a7ebe92c9a,False
335587,275,0.0,1.0,True,d8230414c8b7c668f8385d7d5bffb82d079b2e90a154e7744cde1f4328522e4f,False
335588,275,10.667672727272727,1.0,True,666e7f47d23c3e4b76d3d4246fe93fb558eaa2e7aa37077b70626511280f0edf,False
335589,275,2.638181818181818,1.0,True,c4e61a37eac316b1179c5ecab7be3eb51ffb076e43307fdfa3d8107f93655e4e,False
335590,275,10.47090909090909,1.0,True,00c30b47fe5400bdf90bc5181ced82f599ab336eda243ff73cd88e252dda8a96,True
335592,275,21.96727272727273,1.0,True,3c3ec2df95ef355cb7660ff86206fc1f5dd885fce9ea78ac665fbdb9ee0b481d,False
335595,275,0.0,1.0,True,ee66dcbec0f9c3c2881e6cb3ab4f206266a026e6bb69f78c9681d3db98a5bc5f,False
335596,275,2.07,1.0,True,ab875844e4edfb45281b64dd1673f45213054a7db952fc44f9268263c06a4c80,False
335598,275,0.0,1.0,True,a878083d456bf6101303fd1e5b6423f54e107cd66b0a0f57e419fccf78845b79,False
335600,275,0.0,1.0,True,6d32957d89dd7dd474b34a97e525631beb4c355d25f998d710af86be4e580655,False
335601,275,7.084,1.0,True,bfcf8268e082db187bdbb781fefb51246091815347adddca6b9bfb63a0418990,False
335603,275,54.8016,1.0,True,7c1ec9f3f87675c6f802ede5d055a2a3d5e634d298e395a8529f2006b3ca2ea3,False
335604,275,103.65272727272728,1.0,True,2553a44def5857f13fb2552dcd65d2c64d2484c00fe3ed7cb29e0d1f06f365d7,False
335606,275,56.99952727272728,1.0,True,173baee1ab2cc19d7e0faa600612abd746c1d23f646af77a2fd14f9f02ad6f7c,False
335607,275,0.0,1.0,True,6e3139e5edacd87b0932e339577ff89aa459598bfebb142766a84a1f6b5750e2,False
335609,275,143.36207272727273,1.0,True,38749e1af749ebad7cbec5e785b2f1d0d4e7e094c5439d4dd5cbfd76e2759c34,False
335610,275,0.5436363636363636,1.0,True,99881950160a201c795aaab16ea13679d191ae81c495afda0bc3175cb82760a9,False
335611,275,76.42181818181818,1.0,True,e4683cc7817b8fe278004af0d074248055cfc429c34e03801491595fda77d009,False
335612,275,17.44727272727273,1.0,True,3f0298b77b25077ad62161a8ae27305c642d69ca820695f50a9118210b70d08c,False
335613,275,0.0,1.0,True,90f69af3ce0eeeaddec90a3da0a88e71801a35c311d09b5b45b77a6fe37cbf2c,False
335614,275,17.734545454545454,1.0,True,270bb1e49b44e37561c8ad90cdb807f8e80d7c01fefa446d4775d7e759593c76,False
335615,275,0.0,1.0,True,8d6fe94571c22c513fc2e993969893bf383f4e0caf8f07c318cf8ff1bb5e1cdb,False
335617,275,0.0,1.0,True,0167176172fc2f1c45435aaf35fd43724cf3ef43daa2bfbfdfd3863a0d20dc1d,True
335618,275,0.0,1.0,True,352e6aa865f9b7624a07085fb23fbd954eefef9149b1f355b2e30ce931cf955a,False
335619,275,5.610909090909091,1.0,True,070ee97d440195dae210c7c680432c6952ef302dd4075243f9df21a9332b09e9,True
335620,275,8.9916,1.0,True,21d0c404c1d55c86be97d83abddc883232e874dd6c1950c7bb4597ce9842e79a,False
335621,275,18.456363636363637,1.0,True,25fb2dd1b939eacdddaa08d1f6604d6e72c2c72e037cf2655c2a08679411ff90,False
335625,275,351.24705454545455,1.0,True,1addd436453ed18241de5acb33b54ffff34aaf1fb4eee319d8363ec8bceba4c5,False
335626,275,319.5853818181818,1.0,True,85f87584eab2d963ed3cc264f34e81b07ffc2e2bcfe4d1495961a3fbfca3bf69,False
335627,275,38.372727272727275,1.0,True,dc9f4c5686809126d19268caa7c3fda77b8460847586c7fee8686fffcfc096d0,False
335628,275,330.6734181818182,1.0,True,6001343e9d60fd19ce0ec2a69f74d289d5aa3aff118a5d9ca6063d364296c4cd,False
335631,275,155.70363636363638,1.0,True,f4e9c913c527ed6d30f181ede0e7cc66f8fc49e5f5f4d8d853c74537398f5900,False
335632,275,101.91909090909091,1.0,True,35105f09bbc492fa45e2f9d57bd45153de7a4f2bfb107a7aec7929cd4549e4db,False
335634,275,0.0,1.0,True,6ea11c07e2e91ae549e27ee8ea890428a2f9696746f96ac935a478520f963ff7,False
335635,275,73.2882909090909,1.0,True,9ec35dfe71c1d3af04d01585e4c55809eb405d9c5f7a32b2109e08ea49d32cbd,False
335636,275,41.01145454545454,1.0,True,aa78ad3cef2182b0e7da3e39d82637d75a2cc3dcad3c074e26603484eb03c05b,False
335637,275,196.33192727272726,1.0,True,617342cfe323d5f13ed1363cbf446f0a7c0e2e9eb81a73cc7bea6d2277364bc7,False
335638,275,10.538181818181819,1.0,True,703344213e67c59ef0c1cab09857b484da59ab8eb5412b71ea93e59b2684bf54,False
335640,275,0.0,1.0,True,58e167781c64cf5f1a316cdd34d07c0b1f0de9ec95954e539ae78937a60c2231,False
335641,275,0.0,1.0,True,9766176ad88e22d44a39cdf357ee705cf2f9909d8585f562c572b585a2b129ba,False
335642,275,0.0,1.0,True,df571b665f0c5c1704caebf70c18ad810cbc9c0139f213f3bb0201a1f60cd5f7,False
335644,275,175.32410909090908,1.0,True,45e3b65c18d79a2339cf2efb4a813b2502a74ec91c91940dcfa49ae1c8ff7413,False
335645,275,6.691636363636364,1.0,True,99577c3fa17012f253a3064f5e2afd2ed28d7d6329fb02f21dafc2dcde0a45b7,False
335647,275,35.31727272727273,1.0,True,f2cc9313a049ae234534f967d71add2c30bbdc11a76516778dd69b7e867b3581,False
335648,275,533.4015272727273,1.0,True,d99abc735454d5615cd0131bd492b0ecc464d8e70eda1ab41a52487aa2fd440d,False
335649,275,8.427963636363637,1.0,True,c1aaebfbde3f490cc05b2ff9f10cd1906154ca574357257c30a1b7099b140873,False
335650,275,101.82941818181818,1.0,True,e48cb75c3db8af6e11d0d5fadd27b99e2e432bc9725176c326160af6074e15ef,False
335652,275,26.27276363636364,1.0,True,93a02478a8c003db46df49d5015599d4212bb0a43f2171c88753a61c3e849710,False
335653,275,424.41818181818184,1.0,True,885b02cee641c8933004eaec5bd9eec1d6e7fcfad7e7e4c2d718341243586a29,False
335655,275,54.167272727272724,1.0,True,2505c6ff7a0caded15775fc8420fcf2aaf780e94591b481e194be26cfee0f910,False
335656,275,153.35247272727273,1.0,True,1d385476fbef2b817f47bda466f938f6ea840f45640c4fc00aa07414f44bc657,False
335657,275,17.591672727272726,1.0,True,4ecabc467a16a81af36480e682379449e7f8c5a86ed2cdf9705194518bf2028d,False
335658,275,22.848181818181818,1.0,True,6632f3ca8b734ee1924b433107ca4bc1657e70e8379589ab38e10901ba12ffbe,False
335659,275,321.52007272727275,1.0,True,d85d98724d90fd13ab4e7f32dd138e255d8e899f776f3737c98cefd91e1d32da,False
335661,275,12.280909090909091,1.0,True,4cd9e85e4c2d9303936b5338d8de69a0d193a70009f011a8283ec0c00871185f,False
335662,275,0.0,1.0,True,0a8309ad5d07a6ac0c934dee0a1da3f69c9695ba83273bfcefc3b871d18b05b6,True
335663,275,24.036909090909088,1.0,True,f732cb96d135815eea15fc629eff4786bb1ae46b12505fc2cbdea19c26bb382f,False
335665,275,152.21163636363636,1.0,True,fb0907bf643192b119ef17932c56509573c075e95b42c8b28c6ff3519dff41eb,False
335666,275,43.86465454545455,1.0,True,510b6d65ae507e8631badb245e6930945d69af927fb4b61b6d2724230d777c89,False
335667,275,153.29672727272728,1.0,True,faeffb3092244e2cea66c5f7cd1d59d5e9ba26dcad1b2e878603b4181a16c862,False
335668,275,0.0,1.0,True,0e135644d4466c0e1e0eb04841b150c9d026ab7b77de5890a0f07fd23b488218,True
